Library,Throughput (MB/s),RSE (%),Time (ms),Bytes Processed,Measured Sample Size,Variance,Mean,Position
fast_digit_count,2471.92,0.21009,0.810292ms,108,30,0.229885,41.6667,Win
rtc_digit_count,2326.52,2.33996,0.758583ms,108,96,103.021,44.2708,Loss
