Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Position
rtc_digit_count,629.518,9.10129,52.9482ms,105,12288,2.58878e+06,159.479,Win
lemire_digit_count,495.75,4.5065,919.106ms,105,100000,8.27446e+06,201.851,Loss
