# digit-counting-uint32_t Stage Results
#CPU: Apple M1 (Virtual)-NEON
#OS: macOS-25.6.0
#Compiler: GCC-16.2.0

# digit-counting-uint32_t Stage Config

ClearCpuCachesBeforeIterations,MeasuredIterationCount,MaxIterationCount,ConvergenceThreshold (%),MaxTimeInS,RseThreshold (%),MaxK,MinK
true,60,1200,1,5,2.5,100000,30

Library,Wins,Ties,Losses
