Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Position
lemire_digit_count,1083.49,3.42058,0.322417ms,54,96,256.105,47.75,Win
rtc_digit_count,840.111,4.4744,0.481ms,54,96,728.898,61.5833,Loss
