# digit-counting-uint64_t Stage Results
#CPU: AMD EPYC 9V74 80-Core Processor-AVX2
#OS: Windows-10.0.26100
#Compiler: MSVC-19.51.36256.0

# digit-counting-uint64_t Stage Config

ClearCpuCachesBeforeIterations,MeasuredIterationCount,MaxIterationCount,ConvergenceThreshold (%),MaxTimeInS,RseThreshold (%),MaxK,MinK
true,60,1200,5,20,10,100000,30

Library,Wins,Ties,Losses
rtc_digit_count,44,4,1
lemire_digit_count,1,4,44
